timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
17817.00;118.26;f_lane0_309.1;-1028163861#4_0;5.10;0.00;0.00;type_wiedemann;878.84;123.04
17817.00;7.46;f_lane1_309.0;-1028163861#2_0;43.66;0.00;18.59;type_wiedemann;1378.70;421.25
17818.00;22.72;f_lane0_309.0;-1028163861#2_1;11.83;0.00;14.76;type_wiedemann;1368.59;392.22
17818.00;115.07;f_lane0_309.1;-1028163861#4_0;7.70;0.00;2.60;type_wiedemann;881.26;122.01
17818.00;352.52;f_lane1_309.0;-1028163861#2_0;64.85;0.00;21.19;type_wiedemann;1378.65;442.62
17819.00;14.67;f_lane0_309.0;-1028163861#2_1;29.19;0.00;17.36;type_wiedemann;1373.81;408.51
17819.00;113.20;f_lane0_309.1;-1028163861#4_0;12.90;0.00;5.20;type_wiedemann;886.08;119.94
17819.00;339.00;f_lane1_309.0;-1028163861#2_0;87.50;0.00;22.65;type_wiedemann;1372.83;464.73
17820.00;3.91;f_lane0_309.0;-1028163861#2_1;47.53;0.00;18.35;type_wiedemann;1375.85;426.50
17820.00;112.46;f_lane0_309.1;-1028163861#4_0;20.70;0.00;7.80;type_wiedemann;893.35;116.90
17820.00;326.61;f_lane1_309.0;-1028163861#2_0;110.15;0.00;22.65;type_wiedemann;1362.80;485.27
17821.00;352.50;f_lane0_309.0;-1028163861#2_1;65.88;0.00;18.35;type_wiedemann;1375.17;444.53
17821.00;106.63;f_lane0_309.1;-1028163861#4_0;31.10;0.00;10.40;type_wiedemann;903.41;113.89
17821.00;312.25;f_lane1_309.0;-1028163861#2_0;132.80;0.00;22.65;type_wiedemann;1347.97;502.69
17822.00;340.43;f_lane0_309.0;-1028163861#2_1;84.23;0.00;18.35;type_wiedemann;1370.46;461.97
17822.00;101.57;f_lane0_309.1;-1028163861#4_0;44.10;0.00;13.00;type_wiedemann;916.11;110.62
17822.00;301.95;f_lane1_309.0;-1028163861#2_0;155.45;0.00;22.65;type_wiedemann;1329.47;516.11
17823.00;334.79;f_lane0_309.0;-1028163861#2_1;102.57;0.00;18.35;type_wiedemann;1363.22;478.56
17823.00;94.55;f_lane0_309.1;-1028163861#4_0;59.70;0.00;15.60;type_wiedemann;931.65;108.17
17823.00;287.52;f_lane1_309.0;-1028163861#2_0;178.10;0.00;22.65;type_wiedemann;1308.08;524.33
17824.00;319.88;f_lane0_309.0;-1028163861#2_1;120.92;0.00;18.35;type_wiedemann;1352.66;493.21
17824.00;91.16;f_lane0_309.1;-1028163861#4_0;77.90;0.00;18.20;type_wiedemann;950.00;107.19
17824.00;272.78;f_lane1_309.0;-1028163861#2_0;200.76;0.00;22.65;type_wiedemann;1285.55;528.18
17825.00;311.78;f_lane0_309.0;-1028163861#2_1;139.27;0.00;18.35;type_wiedemann;1339.69;505.80
17825.00;85.85;f_lane0_309.1;-1028163861#4_0;98.70;0.00;20.80;type_wiedemann;970.97;108.17
17825.00;261.90;f_lane1_309.0;-1028163861#2_0;223.41;0.00;22.65;type_wiedemann;1262.69;527.21
17826.00;294.16;f_lane0_309.0;-1028163861#2_1;157.61;0.00;18.35;type_wiedemann;1324.11;514.95
17826.00;78.71;f_lane0_309.1;-1028163861#4_0;115.69;0.00;16.99;type_wiedemann;987.90;110.93
17826.00;257.99;f_lane1_309.0;-1028163861#2_0;246.06;0.00;22.65;type_wiedemann;1240.18;522.82
17827.00;287.53;f_lane0_309.0;-1028163861#2_1;175.96;0.00;18.35;type_wiedemann;1307.16;521.27
17827.00;74.93;f_lane0_309.1;-1028163861#4_0;128.19;0.00;12.49;type_wiedemann;1000.16;113.82
17827.00;255.76;f_lane1_309.0;-1028163861#2_0;268.71;0.00;22.65;type_wiedemann;1217.86;517.53
